19.96,0.49,1.0,23.2,41.9,0.38,0.0
27.0,1.04,1.01,28.3,14.1,0.18,0.0
19.08,0.5,1.0,20.6,45.8,0.08,-1.0
26.18,0.78,1.3,23.4,22.4,0.02,0.0
21.83,0.85,1.0,21.3,33.5,0.21,0.0
29.09,0.51,2.0,23.4,57.4,0.15,2.0
22.46,0.51,1.13,22.6,59.8,0.07,-1.0
24.13,0.41,1.1,25.4,42.8,0.09,0.0
23.74,0.78,1.1,23.2,31.6,0.04,-1.0
27.56,0.63,1.6,23.2,53.1,0.11,0.0
26.03,0.68,1.0,25.0,45.0,0.02,-2.0
27.0,0.48,1.1,27.5,45.7,0.02,1.0
24.35,0.93,1.1,22.5,28.7,0.12,-2.0
22.09,0.54,1.2,22.9,49.8,0.27,0.0
24.51,0.89,1.0,23.0,36.9,0.09,0.0
20.5,0.66,1.0,20.5,41.3,0.01,0.0
26.55,0.64,1.2,24.9,46.0,0.07,0.0
27.41,0.86,1.5,23.0,24.7,0.04,0.0
22.53,0.48,1.2,23.5,36.1,0.12,0.0
22.27,0.43,1.34,24.6,35.1,0.43,0.0
28.64,1.09,1.1,25.2,44.7,0.09,0.0
22.23,0.75,1.2,19.3,62.7,0.03,-2.0
25.73,0.7,1.2,23.2,25.7,0.04,0.0
33.34,0.59,1.5,34.5,45.1,0.5,2.0
28.6,0.39,1.1,30.9,30.7,0.14,1.0
22.35,0.25,1.24,23.7,69.0,0.1,1.0
29.31,0.84,1.0,28.0,37.0,0.19,0.0
26.54,0.55,1.2,26.7,27.2,0.06,1.0
27.19,0.97,1.0,25.1,47.0,0.17,3.0
20.66,1.06,1.1,19.8,44.0,0.18,0.0
28.04,0.35,1.2,28.1,50.0,0.14,2.0
27.29,0.72,1.1,25.3,64.9,0.08,1.0
24.37,0.68,1.0,25.3,20.3,0.13,2.0
24.2,0.6,1.2,22.3,55.4,0.08,-3.0
22.14,0.53,1.0,22.7,60.9,0.07,0.0
26.15,0.51,1.2,26.6,32.0,0.02,3.0
26.92,0.78,1.2,25.2,24.1,0.04,1.0
24.03,0.9,1.2,21.6,33.3,0.06,1.0
26.17,0.92,1.1,22.4,79.9,0.04,0.0
24.15,0.6,1.2,22.3,53.3,0.05,1.0
20.85,0.35,1.2,21.6,60.5,0.09,1.0
26.34,0.72,1.4,23.7,46.1,0.01,0.0
25.46,0.59,1.09,25.4,46.6,0.06,2.0
23.47,0.79,1.04,23.5,32.7,0.12,-2.0
21.29,0.53,1.11,21.9,54.9,0.14,-1.0
26.82,0.68,1.0,26.2,65.0,0.03,2.0
25.29,0.49,1.17,25.4,55.2,0.26,1.0
21.01,0.62,1.2,24.8,44.5,3.53,0.0
21.82,0.75,1.0,23.4,30.4,0.05,0.0
25.66,1.03,1.3,19.9,52.4,0.02,-1.0
22.5,0.28,1.09,24.7,51.9,0.01,0.0
27.06,0.68,1.2,23.1,69.4,0.07,0.0
29.85,1.69,1.4,19.8,31.6,0.02,0.0
24.04,0.62,1.2,25.1,38.1,0.32,1.0
23.07,0.75,1.2,21.5,39.7,0.08,0.0
24.38,0.32,1.06,27.1,34.2,0.13,-0.0
29.28,0.4,1.2,28.8,60.7,0.13,2.0
27.01,0.46,1.1,27.3,67.8,0.08,0.0
30.04,0.52,1.1,29.3,80.6,0.32,0.0
27.67,1.34,1.1,24.7,37.9,0.22,0.0
27.08,0.74,1.1,26.3,61.3,0.21,0.0
33.11,0.51,2.0,28.7,53.4,0.06,3.0
22.61,0.4,1.1,24.5,47.0,0.15,-1.0
24.73,0.46,1.1,25.9,33.1,0.04,0.0
27.16,0.64,1.29,25.2,51.8,0.07,1.0
25.96,0.65,1.1,24.9,56.7,0.12,0.0
28.41,0.71,1.4,24.5,58.2,0.09,3.0
21.72,0.58,1.2,20.1,42.5,0.01,-1.0
27.05,0.48,1.0,29.4,42.0,0.28,1.0
28.23,0.39,1.4,31.0,37.8,0.37,1.0
22.61,0.73,1.2,21.0,33.5,0.0,-2.0
29.39,0.35,1.17,31.5,20.6,0.12,3.0
23.82,1.11,1.1,21.1,64.2,0.24,1.0
24.83,0.82,1.0,23.9,29.0,0.03,1.0
28.28,0.92,1.3,23.1,77.1,0.01,0.0
26.67,0.6,1.7,21.7,48.1,0.07,-2.0
25.69,0.55,1.63,22.3,39.3,0.14,0.0
28.19,0.57,1.74,24.5,45.0,0.16,2.0
23.83,0.65,1.1,24.0,32.7,0.09,-1.0
22.99,0.6,1.2,25.0,38.8,0.07,0.0
25.51,0.8,1.3,22.4,55.3,0.05,0.0
27.48,1.41,1.2,20.1,36.2,0.09,-2.0
24.6,0.78,1.3,22.9,42.5,0.13,-2.0
26.34,0.58,1.2,24.8,37.3,0.07,0.0
25.4,0.69,1.16,24.0,39.4,0.08,2.0
22.12,0.47,1.09,22.8,62.1,0.04,-2.0
28.44,1.6,1.1,23.8,25.1,0.18,-1.0
23.61,0.6,1.4,23.1,50.9,0.3,0.0
24.75,0.67,1.4,22.3,25.2,0.08,0.0
20.47,0.67,1.09,19.9,58.5,0.1,-2.0
23.17,0.47,1.09,23.7,50.2,0.12,0.0
26.57,0.7,1.0,25.7,50.0,0.02,-1.0
28.88,1.0,1.2,25.4,33.1,0.0,1.0
21.78,0.55,1.0,22.5,48.7,0.06,0.0
21.66,0.73,1.3,20.7,30.6,0.29,-1.0
29.57,1.45,1.2,22.6,34.5,0.05,0.0
19.76,0.66,1.2,19.3,53.2,0.26,0.0
33.19,0.78,1.0,36.0,43.5,1.05,2.0
28.22,0.38,1.2,30.5,68.1,0.62,1.0
25.69,1.46,1.1,21.2,32.0,0.11,0.0
22.18,0.65,1.2,20.4,51.1,0.04,-2.0
35.68,0.6,1.88,28.6,78.8,0.03,1.0
27.1,0.39,1.2,31.6,29.6,0.44,0.0
24.56,0.35,1.13,28.4,29.3,0.31,2.0
33.52,0.55,1.3,35.2,46.3,0.41,1.0
24.8,0.76,1.1,23.6,44.7,0.03,0.0
20.87,1.28,1.1,17.4,22.6,0.25,-1.0
28.79,0.98,1.01,25.8,64.4,0.04,0.0
32.59,0.58,1.1,34.4,54.2,0.65,1.0
21.99,0.55,1.0,22.7,46.3,0.11,-1.0
22.28,0.58,1.12,22.8,42.9,0.2,2.0
18.74,1.1,1.0,17.0,51.0,0.6,0.0
28.34,0.7,1.0,27.7,48.0,0.06,1.0
24.19,0.68,1.1,23.5,44.8,0.06,0.0
22.98,0.75,1.2,20.5,49.1,0.07,-1.0
31.97,0.46,1.1,36.9,39.9,0.8,1.0
23.53,0.8,1.2,21.2,32.7,0.05,-1.0
22.99,0.56,1.1,23.0,25.9,0.06,1.0
26.14,0.39,1.1,30.3,42.3,0.43,1.0
22.93,0.44,1.5,22.2,36.3,0.04,1.0
26.9,0.7,1.0,26.9,47.0,0.03,-1.0
27.49,1.63,1.1,21.5,34.0,0.09,-3.0
30.92,0.9,1.0,28.9,55.0,0.17,-1.0
20.95,0.38,1.19,21.4,44.6,0.17,1.0
28.59,0.63,1.2,28.1,34.0,0.01,3.0
25.5,0.84,1.0,25.1,47.0,0.16,0.0
32.46,1.15,1.1,27.5,51.1,0.09,3.0
25.95,0.4,1.2,28.5,63.7,0.97,0.0
33.57,0.67,1.1,30.1,76.5,0.16,2.0
24.97,0.72,1.0,24.8,48.0,0.01,-2.0
26.53,0.4,1.2,28.0,63.6,0.29,0.0
25.23,0.67,1.3,24.1,43.2,0.13,-1.0
27.79,0.72,1.0,31.3,29.0,0.52,0.0
26.57,0.73,1.4,22.8,43.7,0.11,2.0
25.3,1.06,1.2,21.6,27.2,0.03,-2.0
23.28,0.5,1.0,24.1,69.7,0.07,0.0
25.69,0.68,1.1,24.8,34.8,0.01,1.0
26.81,0.94,1.2,23.5,43.5,0.03,0.0
27.77,0.63,1.1,26.3,37.5,0.19,0.0
26.09,1.03,1.1,23.2,36.7,0.04,1.0
23.05,0.65,1.2,21.6,44.8,0.05,0.0
24.76,0.68,1.0,25.0,24.4,0.04,1.0
27.91,1.08,1.4,22.8,40.7,0.04,1.0
23.98,0.95,1.1,22.1,64.0,0.19,0.0
22.74,0.78,1.0,22.0,78.0,0.01,0.0
26.77,0.81,1.2,24.1,39.8,0.02,-1.0
28.92,0.92,1.29,24.3,61.0,0.15,0.0
21.2,0.37,1.1,22.6,41.8,0.03,2.0
27.38,1.66,1.1,20.2,40.9,0.05,0.0
26.11,0.63,1.0,25.4,72.5,0.02,0.0
26.79,1.03,1.3,22.8,23.9,0.01,0.0
24.56,0.4,1.2,25.3,47.6,0.03,2.0
25.05,0.56,1.2,24.5,32.6,0.02,0.0
26.7,0.68,1.4,22.9,42.3,0.06,3.0
24.25,0.46,1.1,24.8,57.3,0.06,0.0
24.69,0.72,1.2,23.6,28.3,0.02,1.0
23.49,0.3,1.2,25.7,57.2,0.21,1.0
24.68,1.33,1.2,17.2,73.9,0.1,-2.0
25.78,0.72,1.0,25.7,48.0,0.02,-1.0
25.04,0.4,1.51,23.5,53.2,0.16,0.0
25.15,0.73,1.5,20.5,43.6,0.02,2.0
27.61,0.74,1.1,25.4,63.9,0.14,0.0
26.14,0.79,1.3,22.0,64.2,0.15,1.0
16.34,1.59,0.89,9.0,61.0,0.16,-3.0
31.84,0.46,1.1,29.9,76.8,0.16,1.0
23.71,0.73,1.2,22.0,24.8,0.13,-1.0
26.49,0.84,1.2,23.2,60.0,0.09,-2.0
32.4,0.96,1.5,24.5,60.9,0.1,0.0
25.43,0.34,1.2,29.2,63.6,0.68,0.0
24.92,0.4,1.5,24.0,40.6,0.01,2.0
22.84,0.72,1.2,20.8,46.1,0.23,1.0
27.99,0.58,1.3,25.3,71.7,0.02,0.0
22.71,0.65,1.4,19.8,41.6,0.02,0.0
26.35,0.71,1.1,26.3,52.2,0.18,0.0
23.12,1.06,1.1,21.9,32.0,0.29,-2.0
27.17,0.68,1.0,27.7,39.0,0.03,0.0
22.53,0.46,1.1,24.0,64.2,0.19,-1.0
24.7,0.74,1.27,22.0,41.9,0.1,1.0
19.9,0.99,1.2,15.0,35.8,0.12,-3.0
24.92,0.75,1.2,21.9,74.8,0.12,2.0
24.29,0.56,1.4,22.7,39.9,0.03,-2.0
28.44,0.6,0.77,31.0,66.5,1.17,0.0
23.62,1.1,1.1,21.3,28.2,0.07,0.0
26.01,1.06,1.2,22.3,38.3,0.06,0.0
25.86,0.6,1.15,26.5,73.7,0.38,0.0
26.82,0.78,1.1,26.2,23.1,0.08,0.0
22.65,0.75,1.2,19.7,50.1,0.08,0.0
23.28,0.53,1.1,24.2,55.1,0.28,0.0
22.27,0.5,1.2,22.3,57.2,0.16,-3.0
28.36,0.71,1.2,27.1,37.4,0.1,-1.0
28.23,0.12,1.52,29.9,59.1,0.21,-1.0
24.52,0.84,1.0,25.1,40.0,0.07,-2.0
27.26,0.61,1.8,21.3,59.8,0.02,0.0
25.39,0.72,1.3,22.1,27.3,0.05,0.0
30.55,0.49,1.6,31.2,51.6,0.23,0.0
25.75,0.26,1.2,27.8,62.3,0.21,2.0
25.82,0.61,1.3,24.1,55.4,0.14,0.0
21.84,0.71,1.6,18.9,69.0,0.45,0.0
22.68,0.66,1.0,22.7,54.2,0.02,0.0
29.27,0.7,1.0,29.6,38.0,0.02,0.0
28.15,0.69,1.4,27.5,42.2,0.13,2.0
29.25,0.74,1.3,26.0,47.5,0.11,2.0
21.72,0.31,1.2,22.0,48.8,0.09,-0.0
26.97,0.78,1.3,24.5,27.0,0.04,0.0
23.8,0.93,1.2,21.1,29.3,0.25,-1.0
25.49,0.5,1.35,23.6,54.7,0.14,0.0
22.36,0.43,1.0,24.2,42.1,0.01,2.0
24.27,1.06,1.3,20.7,29.9,0.29,0.0
24.8,0.69,1.4,21.5,39.0,0.07,1.0
24.44,0.8,1.1,23.7,65.8,0.06,0.0
26.65,0.68,1.0,26.9,47.0,0.22,0.0
17.85,0.71,0.77,18.8,51.8,0.15,0.0
28.09,0.88,1.8,21.7,14.7,0.04,0.0
28.45,1.36,1.2,22.9,25.8,0.04,-2.0
23.63,0.53,1.1,23.9,31.0,0.01,-3.0
24.91,0.6,1.2,23.9,54.1,0.09,0.0
25.57,0.87,1.3,22.6,27.1,0.04,-2.0
23.83,0.52,1.1,24.1,53.5,0.08,1.0
22.32,0.65,1.2,20.3,56.9,0.05,0.0
26.5,1.0,1.2,22.6,45.3,0.03,0.0
26.49,0.79,1.24,23.9,36.0,0.05,1.0
24.43,0.5,1.2,25.8,57.7,0.33,-2.0
26.28,0.86,1.2,23.3,42.0,0.04,2.0
29.11,1.65,1.01,25.7,11.7,0.18,0.0
22.57,0.75,1.2,20.0,69.6,0.09,-1.0
25.11,0.82,1.2,22.8,22.6,0.0,0.0
35.39,0.9,1.4,30.0,67.9,0.15,-0.0
24.41,0.5,1.3,23.5,49.8,0.07,0.0
26.06,0.89,1.3,21.7,35.8,0.0,0.0
23.2,0.55,1.1,23.0,68.5,0.15,0.0
23.44,0.87,1.0,23.1,31.3,0.04,0.0
25.61,0.72,1.0,22.5,44.0,0.17,-2.0
30.81,0.34,1.1,30.2,75.2,0.18,1.0
24.07,0.72,1.2,22.4,28.5,0.02,2.0
26.78,0.51,1.2,27.3,31.7,0.03,3.0
24.03,0.43,1.4,23.5,27.8,0.08,0.0
33.33,0.63,1.1,35.8,35.9,0.48,3.0
24.98,0.78,1.2,23.5,46.7,0.2,0.0
26.75,0.5,1.2,27.5,67.6,0.34,0.0
21.49,0.5,1.2,20.7,71.6,0.12,0.0
31.67,0.34,1.2,30.8,63.8,0.11,2.0
23.89,0.62,1.0,24.2,55.0,0.08,0.0
22.25,0.83,1.2,20.0,30.0,0.05,-3.0
30.08,1.58,1.2,23.7,31.2,0.04,0.0
31.28,0.39,1.2,32.0,45.7,0.0,1.0
24.43,0.38,1.4,23.5,47.6,0.07,-1.0
25.31,0.73,1.2,22.8,45.3,0.02,0.0
25.05,0.68,1.2,23.7,37.9,0.01,2.0
25.53,1.74,1.2,16.3,23.0,0.06,0.0
24.18,0.57,1.3,23.3,30.7,0.03,0.0
33.59,0.57,1.0,36.4,40.6,0.37,1.0
30.77,1.44,1.2,24.7,29.3,0.04,-1.0
25.93,0.57,1.4,23.3,51.5,0.0,-1.0
29.75,1.33,1.2,25.2,25.7,0.02,3.0
25.08,0.87,1.2,25.1,39.3,0.08,0.0
22.39,0.4,1.2,23.3,47.3,0.1,-1.0
21.04,1.04,1.01,22.2,13.5,1.16,0.0
26.04,0.48,1.3,27.3,69.4,0.52,1.0
23.78,0.73,1.2,21.8,24.1,0.07,0.0
26.26,0.89,1.2,23.0,48.0,0.09,1.0
24.81,0.46,1.6,23.2,38.8,0.18,1.0
22.44,0.62,1.0,22.3,66.4,0.08,2.0
21.81,0.75,1.1,23.5,31.1,0.08,0.0
25.35,0.75,1.2,22.8,49.0,0.07,2.0
26.84,0.72,1.0,26.5,50.0,0.15,0.0
26.72,0.68,1.3,25.5,31.8,0.1,3.0
25.55,0.7,1.0,25.1,50.0,0.1,-2.0
18.35,0.47,1.2,18.6,48.3,0.06,1.0
30.89,0.43,1.1,31.0,75.4,0.35,2.0
24.73,0.77,1.2,21.5,55.6,0.06,0.0
19.14,1.04,1.01,16.0,35.1,0.01,0.0
28.25,1.0,1.4,23.2,32.0,0.01,2.0
22.82,0.84,1.2,19.9,49.8,0.04,-1.0
24.07,0.68,1.0,23.7,42.7,0.1,2.0
29.59,0.39,1.0,32.0,31.2,0.0,1.0
26.8,0.73,1.22,24.4,30.7,0.11,1.0
24.17,0.73,1.2,22.4,34.6,0.03,0.0
28.29,0.69,1.0,28.6,41.9,0.2,-3.0
26.97,0.79,1.2,24.1,42.2,0.0,0.0
26.38,0.7,1.0,26.2,51.0,0.01,-1.0
24.14,0.5,1.2,23.2,68.1,0.07,0.0
32.18,0.39,3.8,27.5,38.0,0.32,2.0
20.89,0.59,1.0,21.7,21.9,0.06,-2.0
25.76,0.68,1.3,23.2,53.2,0.01,0.0
23.57,0.52,1.1,23.7,57.6,0.1,0.0
24.68,0.66,1.0,24.9,46.0,0.05,-1.0
23.75,0.65,1.2,23.5,39.7,0.14,0.0
29.52,1.42,1.3,21.5,32.7,0.04,0.0
27.88,0.91,1.2,23.7,59.8,0.09,0.0
21.96,0.75,1.2,19.7,53.4,0.12,-1.0
25.49,0.39,1.2,29.2,46.0,0.41,1.0
27.53,0.79,1.2,24.2,45.3,0.03,-1.0
26.92,0.78,1.3,24.3,25.3,0.03,2.0
26.51,0.64,1.0,27.0,54.0,0.19,2.0
25.26,0.4,1.2,30.4,56.8,1.93,-1.0
22.06,0.75,1.2,19.9,56.1,0.16,0.0
26.13,0.85,1.4,22.2,23.7,0.03,0.0
27.47,0.64,1.4,24.2,41.3,0.06,0.0
31.08,0.74,1.1,30.4,68.6,0.52,2.0
26.21,0.61,1.15,26.2,70.8,0.27,-0.0
24.21,0.48,1.0,25.5,30.8,0.04,2.0
22.41,0.6,1.2,21.1,55.4,0.04,2.0
25.36,0.62,1.2,21.5,49.2,0.07,1.0
24.84,1.4,1.0,20.5,35.4,0.16,1.0
32.63,0.66,1.1,29.4,77.5,0.17,2.0
28.34,0.82,1.0,28.2,44.0,0.2,1.0
22.69,0.89,1.03,20.6,49.6,0.05,1.0
27.63,0.68,1.0,28.1,38.0,0.13,-1.0
24.24,0.53,1.17,23.6,50.7,0.11,-0.0
22.86,0.76,1.2,20.9,39.6,0.06,-1.0
24.78,0.39,1.3,24.9,61.8,0.04,1.0
22.85,0.59,1.0,23.2,38.0,0.05,1.0
24.98,0.84,1.3,19.5,55.0,0.08,0.0
22.39,0.56,1.1,22.4,63.4,0.19,0.0
25.24,0.73,1.28,22.4,48.0,0.07,1.0
29.5,0.62,1.4,28.6,31.6,0.04,2.0
30.65,0.46,1.2,30.4,72.5,0.29,0.0
24.03,0.63,1.1,22.9,67.8,0.11,0.0
21.95,1.72,1.01,17.3,54.6,1.47,0.0
28.49,0.73,1.0,27.3,46.0,0.14,0.0
27.9,0.78,1.4,24.8,34.9,0.03,-1.0
30.58,0.72,1.1,30.1,72.1,0.59,0.0
31.23,0.38,1.2,30.3,74.3,0.25,3.0
26.48,1.0,1.2,22.0,36.0,0.15,0.0
24.28,0.27,1.2,30.3,52.0,1.62,0.0
26.52,0.98,1.3,22.2,35.3,0.09,-1.0
23.71,0.56,1.3,23.4,32.3,0.1,0.0
25.18,0.5,1.0,25.9,55.0,0.11,2.0
27.45,0.67,1.3,25.5,46.7,0.08,1.0
29.69,1.06,1.3,25.9,29.0,0.04,1.0
25.56,0.85,1.09,23.5,50.0,0.05,-1.0
23.56,1.04,1.0,20.9,26.6,0.08,0.0
22.03,0.85,1.2,19.8,34.6,0.25,0.0
32.09,1.24,1.88,21.1,46.7,0.01,0.0
26.6,0.69,1.5,23.1,46.8,0.1,1.0
23.69,0.5,1.2,23.6,49.8,0.03,-1.0
24.3,0.73,1.24,22.2,36.7,0.07,0.0
21.83,0.2,1.1,26.0,69.0,0.3,1.0
27.17,1.3,1.1,23.6,31.7,0.09,0.0
17.56,0.51,1.19,18.0,49.0,0.25,-1.0
25.31,0.69,1.4,26.8,32.3,0.2,0.0
25.31,0.68,1.2,24.1,39.3,0.02,-1.0
23.06,0.54,1.19,22.7,37.0,0.1,-1.0
25.59,0.58,1.2,24.9,47.2,0.04,1.0
